CustomerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_003037,Male,0,Yes,Yes,72,No,Yes,No,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),105.8,7586.03,No
CUST_003038,Female,1,No,No,62,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Two year,No,Bank transfer (automatic),46.11,2825.15,No
CUST_003039,Male,0,No,Yes,62,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,109.91,6861.71,No
CUST_003040,Male,0,Yes,No,25,Yes,No,No,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,101.99,2534.16,No
CUST_003041,Male,0,Yes,No,49,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),41.71,1901.98,No
CUST_003042,Female,0,No,Yes,12,Yes,Yes,No,No,No,No,No internet service,Yes,No,One year,No,Electronic check,24.58,193.42,No
CUST_003043,Male,1,Yes,No,18,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No internet service,Two year,No,Electronic check,21.43,481.21,No
CUST_003044,Male,0,No,Yes,37,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,Yes,Electronic check,96.23,3451.43,No
CUST_003045,Female,0,Yes,No,27,Yes,No,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,74.73,2002.23,No
CUST_003046,Male,0,No,No,19,Yes,No phone service,No,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,36.1,764.22,Yes
CUST_003047,Female,0,No,No,38,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),34.74,1450.87,No
CUST_003048,Female,0,No,Yes,51,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),56.22,2899.02,No
CUST_003049,Male,0,No,No,51,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),26.96,1579.14,No
CUST_003050,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),87.72,5402.74,No
CUST_003051,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,113.64,7892.55,Yes
CUST_003052,Male,0,No,No,31,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Mailed check,59.86,1884.95,No
CUST_003053,Female,0,No,Yes,11,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,No,Electronic check,105.63,1130.42,Yes
CUST_003054,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,51.12,679.2,No
CUST_003055,Male,0,No,No,71,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,43.06,3215.25,No
CUST_003056,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.85,2477.59,No
CUST_003057,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,39.24,1146.79,Yes
CUST_003058,Female,0,No,No,16,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,One year,No,Electronic check,42.03,754.59,Yes
CUST_003059,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,87.54,1855.16,Yes
CUST_003060,Female,1,Yes,Yes,28,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,105.16,3055.62,No
CUST_003061,Female,0,Yes,Yes,44,Yes,No,DSL,No,No,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),56.55,2456.38,No
CUST_003062,Female,0,Yes,Yes,26,Yes,No,No,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,77.67,1972.87,No
CUST_003063,Female,0,No,No,49,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.3,1721.5,Yes
CUST_003064,Female,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,No,Mailed check,94.28,4156.18,No
CUST_003065,Female,0,Yes,No,32,Yes,No,No,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Mailed check,27.17,923.47,No
CUST_003066,Female,0,Yes,No,39,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,36.19,1451.55,Yes
CUST_003067,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,60.22,2516.77,No
CUST_003068,Male,0,Yes,No,61,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,30.08,1824.22,Yes
CUST_003069,Female,0,No,No,1,Yes,No phone service,No,No,No internet service,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),108.31,282.83,No
CUST_003070,Female,0,No,No,28,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.74,1757.65,No
CUST_003071,Male,0,Yes,No,49,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,46.93,2224.66,No
CUST_003072,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Two year,No,Electronic check,32.2,1964.08,No
CUST_003073,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,35.29,35.29,Yes
CUST_003074,Male,1,No,No,36,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.63,3196.92,No
CUST_003075,Male,0,No,No,23,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),106.84,2666.0,No
CUST_003076,Female,0,No,No,56,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,83.02,4648.09,Yes
CUST_003077,Female,1,Yes,No,14,No,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.12,587.66,Yes
CUST_003078,Male,0,Yes,No,72,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Two year,No,Mailed check,44.48,3236.86,Yes
CUST_003079,Male,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.21,2385.05,Yes
CUST_003080,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),48.53,2993.09,Yes
CUST_003081,Male,1,Yes,No,64,Yes,No phone service,DSL,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Electronic check,68.05,4461.76,No
CUST_003082,Male,1,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,No,Credit card (automatic),19.38,1088.9,No
CUST_003083,Female,0,Yes,No,7,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),106.94,756.94,No
CUST_003084,Male,0,No,Yes,58,No,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,No,Mailed check,77.38,4389.23,No
CUST_003085,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),67.48,1245.12,Yes
CUST_003086,Male,0,Yes,No,21,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,No,Electronic check,66.5,1374.83,No
CUST_003087,Female,0,No,No,52,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,95.13,4856.35,Yes
CUST_003088,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.19,73.19,Yes
CUST_003089,Female,0,Yes,No,13,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,No,Mailed check,82.68,1131.82,No
CUST_003090,Female,0,Yes,No,52,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,98.36,5276.49,No
CUST_003091,Female,0,Yes,No,59,No,Yes,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),104.22,6110.75,No
CUST_003092,Female,0,Yes,No,52,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),73.75,3870.19,No
CUST_003093,Male,0,No,No,50,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Mailed check,76.96,3755.47,No
CUST_003094,Female,1,No,No,58,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),87.06,5098.66,No
CUST_003095,Male,0,Yes,Yes,40,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),65.71,2574.66,No
CUST_003096,Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,109.02,5053.8,No
CUST_003097,Female,0,No,No,5,Yes,No,No,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,72.89,305.86,Yes
CUST_003098,Male,0,Yes,No,24,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,111.14,2702.41,No
CUST_003099,Female,1,Yes,No,52,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),99.01,5097.83,No
CUST_003100,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),54.76,2890.35,No
CUST_003101,Male,0,Yes,No,33,Yes,No,No,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),84.97,2911.25,No
CUST_003102,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),90.3,4767.04,No
CUST_003103,Male,0,Yes,No,12,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,Two year,Yes,Mailed check,65.25,847.32,No
CUST_003104,Female,0,Yes,No,21,Yes,No,No,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),89.25,1917.18,Yes
CUST_003105,Female,0,Yes,No,31,No,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.46,1198.4,No
CUST_003106,Male,0,Yes,No,32,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,47.3,1668.2,Yes
CUST_003107,Female,0,Yes,Yes,53,Yes,No,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.95,4303.08,Yes
CUST_003108,Female,0,No,Yes,13,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),66.77,827.96,No
CUST_003109,Male,1,Yes,No,29,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,56.78,1737.67,No
CUST_003110,Female,0,Yes,No,9,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,24.95,211.11,No
CUST_003111,Male,1,No,No,70,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),117.14,8256.18,No
CUST_003112,Male,0,No,No,47,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),41.15,1828.78,No
CUST_003113,Female,0,Yes,No,4,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.81,277.88,Yes
CUST_003114,Female,0,Yes,No,31,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),97.86,2895.55,No
CUST_003115,Female,0,Yes,No,62,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),69.3,4351.93,No
CUST_003116,Male,0,No,Yes,28,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),76.45,1984.17,Yes
CUST_003117,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,71.65,2624.32,No
CUST_003118,Female,0,Yes,No,48,Yes,No,No,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,82.22,4016.73,No
CUST_003119,Female,0,Yes,No,36,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,60.09,2137.04,Yes
CUST_003120,Female,0,Yes,No,52,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,54.04,2747.6,No
CUST_003121,Female,0,Yes,No,15,Yes,Yes,No,Yes,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),117.26,1751.1,No
CUST_003122,Male,0,Yes,No,1,Yes,No,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,55.79,268.02,No
CUST_003123,Female,0,No,No,53,Yes,No,DSL,No internet service,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),63.11,3513.61,No
CUST_003124,Male,0,No,No,69,Yes,No,DSL,No,Yes,No,Yes,No internet service,No internet service,Two year,No,Mailed check,34.54,2407.02,No
CUST_003125,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,101.38,6428.93,No
CUST_003126,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),96.0,2325.55,No
CUST_003127,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,No,No internet service,One year,No,Electronic check,91.81,2962.16,No
CUST_003128,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,105.56,4673.26,No
CUST_003129,Male,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,20.12,621.87,No
CUST_003130,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,20.06,345.95,Yes
CUST_003131,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),116.45,1386.26,No
CUST_003132,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),37.55,2036.48,Yes
CUST_003133,Female,0,Yes,No,12,No,No phone service,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.42,1353.15,No
CUST_003134,Male,0,No,No,21,Yes,No phone service,No,No,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,98.1,2070.91,Yes
CUST_003135,Female,0,No,Yes,57,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,70.5,4173.42,No
CUST_003136,Male,0,No,No,19,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),22.57,427.31,No
CUST_003137,Female,1,No,No,17,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No,One year,No,Mailed check,38.91,602.99,No
CUST_003138,Female,0,Yes,No,59,Yes,No,No,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,24.93,1381.11,Yes
CUST_003139,Male,0,No,No,39,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.48,3732.8,Yes
CUST_003140,Male,0,No,Yes,54,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,68.84,3621.11,No
CUST_003141,Female,0,Yes,No,62,Yes,No phone service,DSL,No,No,Yes,No internet service,No,Yes,Two year,No,Mailed check,117.39,7347.34,No
CUST_003142,Male,0,Yes,No,6,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,72.19,480.53,Yes
CUST_003143,Male,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.6,772.1,No
CUST_003144,Male,1,No,Yes,8,Yes,No,No,Yes,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,28.35,246.81,No
CUST_003145,Male,0,No,Yes,18,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.91,1298.46,No
CUST_003146,Female,0,No,No,58,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,76.94,4533.31,Yes
CUST_003147,Female,1,No,Yes,55,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),33.83,1842.32,No
CUST_003148,Male,1,No,Yes,21,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,33.66,738.71,No
CUST_003149,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,110.22,2201.67,No
CUST_003150,Male,1,No,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,103.13,6776.02,No
CUST_003151,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,19.26,696.85,Yes
CUST_003152,Female,1,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,93.27,2040.53,Yes
CUST_003153,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,One year,Yes,Electronic check,71.22,621.61,No
CUST_003154,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),83.1,4537.3,No
CUST_003155,Male,0,No,No,6,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),22.24,139.79,No
CUST_003156,Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.21,2534.18,No
CUST_003157,Female,0,Yes,Yes,66,Yes,Yes,No,No,Yes,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),65.82,4264.29,No
CUST_003158,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.13,35.09,No
CUST_003159,Female,0,Yes,Yes,32,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,111.66,3463.65,No
CUST_003160,Male,0,Yes,Yes,47,Yes,No,No,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),19.44,1002.05,No
CUST_003161,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,27.67,1942.76,Yes
CUST_003162,Male,0,Yes,No,31,Yes,Yes,No,No,No,Yes,Yes,No,No internet service,Two year,No,Mailed check,75.42,2272.65,No
CUST_003163,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,18.68,716.58,Yes
CUST_003164,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,118.11,6465.99,No
CUST_003165,Male,1,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,21.25,519.96,No
CUST_003166,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),81.64,5720.24,No
CUST_003167,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),54.58,3843.99,No
CUST_003168,Male,0,Yes,No,29,Yes,No,No,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),29.56,967.88,No
CUST_003169,Female,0,No,No,34,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Electronic check,105.0,3511.69,No
CUST_003170,Female,0,No,No,22,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.12,1534.43,Yes
CUST_003171,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,85.71,5914.41,No
CUST_003172,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,97.27,5330.06,Yes
CUST_003173,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,No,Electronic check,73.74,3148.12,Yes
CUST_003174,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.6,1981.6,Yes
CUST_003175,Male,0,No,No,28,No,No,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,49.62,1301.03,Yes
CUST_003176,Female,1,No,Yes,49,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),101.22,4984.57,No
CUST_003177,Female,0,Yes,No,27,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,97.26,2561.24,No
CUST_003178,Male,0,No,Yes,39,Yes,Yes,No,No,No,No,No,Yes,No,One year,Yes,Mailed check,19.7,837.4,No
CUST_003179,Male,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,76.42,4249.12,Yes
CUST_003180,Male,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,93.96,3287.29,No
CUST_003181,Male,0,No,Yes,18,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,One year,No,Mailed check,28.37,465.65,No
CUST_003182,Male,0,No,No,37,Yes,Yes,No,Yes,Yes,No internet service,No,No,No,Two year,No,Credit card (automatic),79.9,2987.74,No
CUST_003183,Male,1,No,No,24,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,65.1,1424.54,No
CUST_003184,Female,0,Yes,No,24,No,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,40.14,840.96,No
CUST_003185,Female,0,No,Yes,30,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,82.33,2439.6,No
CUST_003186,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,48.37,1231.59,Yes
CUST_003187,Male,0,No,No,30,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.35,1037.01,No
CUST_003188,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,63.4,308.5,Yes
CUST_003189,Female,0,Yes,No,27,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.7,2029.25,Yes
CUST_003190,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Two year,Yes,Electronic check,61.71,4015.11,No
CUST_003191,Female,0,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.75,618.12,Yes
CUST_003192,Female,0,Yes,No,7,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,108.71,898.94,Yes
CUST_003193,Male,0,No,No,71,Yes,Yes,No,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,55.36,3851.47,Yes
CUST_003194,Male,0,Yes,No,2,Yes,No,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,39.49,39.49,Yes
CUST_003195,Female,0,No,No,67,Yes,No,No,No internet service,No,Yes,Yes,No,Yes,Two year,No,Mailed check,108.72,7491.52,No
CUST_003196,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,60.12,889.76,Yes
CUST_003197,Female,0,No,Yes,49,No,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),49.47,2551.1,No
CUST_003198,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),114.56,3828.87,No
CUST_003199,Male,0,Yes,No,17,Yes,No,DSL,No internet service,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),67.77,1028.53,No
CUST_003200,Female,0,Yes,No,70,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),106.11,7570.71,Yes
CUST_003201,Male,0,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),19.17,251.64,No
CUST_003202,Male,0,No,No,12,No,Yes,No,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,23.75,90.52,Yes
CUST_003203,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),66.38,2321.71,Yes
CUST_003204,Male,0,Yes,No,10,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),83.79,699.82,No
CUST_003205,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.4,4608.69,No
CUST_003206,Female,0,Yes,No,42,Yes,No,No,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,65.88,2716.89,No
CUST_003207,Male,1,No,No,33,Yes,Yes,No,No,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,51.45,1677.86,No
CUST_003208,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),64.11,842.79,No
CUST_003209,Female,0,No,No,66,Yes,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),102.02,6558.39,No
CUST_003210,Male,1,No,No,18,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,Yes,Mailed check,94.78,1870.47,No
