gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,0,72,1,0,1,2,0,0,0,2,0,2,1,2,41.78,3135.25,0
0,0,1,0,26,1,0,0,0,2,2,2,0,0,0,1,3,29.23,797.57,0
1,0,0,1,60,1,2,1,0,0,2,0,0,2,2,0,2,45.85,2645.21,0
1,0,1,0,65,1,2,0,2,2,1,0,0,0,0,0,0,39.13,2528.6,1
1,1,0,0,41,1,0,1,0,2,0,2,1,2,0,1,1,23.31,868.76,0
1,0,1,1,62,1,0,2,0,0,2,2,2,2,0,1,1,88.93,5535.91,1
0,0,0,0,33,0,0,0,0,0,0,2,1,1,2,1,3,65.29,2199.17,0
1,0,0,0,2,1,2,0,0,2,0,0,0,2,0,1,1,55.06,59.64,1
0,0,1,0,65,1,2,0,0,1,2,0,1,0,0,0,1,85.25,5436.23,1
0,0,1,0,50,1,0,2,0,2,0,1,1,2,2,1,0,52.59,2668.25,0
1,0,0,0,62,1,2,1,2,0,2,0,2,0,0,0,2,74.44,4754.06,1
1,0,0,0,53,1,0,0,2,2,2,2,1,1,2,1,0,87.41,4502.84,0
1,1,0,1,53,0,2,2,1,0,0,0,2,2,0,1,3,117.54,6087.39,0
1,0,1,1,65,1,2,1,2,1,1,0,1,0,2,1,0,104.97,6894.68,0
0,1,0,0,21,1,0,0,2,2,2,2,1,0,0,1,1,66.05,1235.64,0
1,0,1,0,23,1,0,1,0,0,0,0,0,1,0,0,2,113.81,2578.87,0
0,0,0,0,68,1,2,0,0,2,1,1,0,0,2,0,0,24.13,1654.39,0
1,0,0,0,3,1,0,0,0,2,1,2,0,2,1,0,3,25.41,25.41,0
1,0,0,1,20,1,0,1,2,2,2,1,0,2,0,1,2,68.56,1451.41,1
0,0,1,0,14,1,0,1,0,0,0,1,2,1,0,1,0,44.08,843.41,1
0,0,1,0,20,1,2,0,1,0,2,2,0,2,1,0,0,78.2,1785.28,0
1,0,1,0,45,1,2,2,2,1,0,2,0,2,0,1,0,108.38,4980.15,1
0,0,0,1,14,1,2,2,0,2,1,1,2,0,1,0,1,39.12,501.34,0
1,0,1,0,34,1,0,2,0,2,0,0,1,0,0,1,2,110.98,3721.14,1
1,0,1,0,21,1,0,2,0,0,0,0,2,1,0,1,1,57.88,1165.78,0
0,0,0,1,16,1,1,1,0,1,2,1,2,2,0,1,2,55.73,851.22,0
0,0,1,0,57,1,2,2,0,2,2,0,2,0,0,0,1,94.77,5335.84,1
1,0,1,0,2,1,0,1,0,1,0,2,1,2,2,1,0,58.39,216.09,0
0,0,1,0,7,1,2,0,0,1,0,0,2,2,1,1,3,96.82,759.49,0
0,0,1,1,11,1,2,1,1,0,2,0,2,0,2,0,3,45.84,601.43,0
1,0,1,1,48,1,0,0,2,0,2,2,0,1,0,0,0,81.05,3745.08,0
0,0,0,1,46,1,0,1,0,0,0,0,0,0,1,0,2,106.46,4936.3,0
0,0,0,0,45,0,0,1,0,0,0,0,2,2,1,1,0,118.19,5398.11,0
1,0,1,0,52,1,2,0,2,0,2,2,0,2,2,1,2,101.51,5298.26,0
1,0,1,0,15,1,2,0,0,0,0,1,0,1,0,1,3,104.93,1513.06,0
0,0,1,0,45,1,2,0,2,2,1,0,2,2,1,0,0,50.57,2091.34,0
0,0,0,0,63,1,2,1,2,1,2,2,0,2,0,1,2,76.9,4666.69,0
1,1,1,0,26,1,0,2,0,1,2,1,2,0,1,0,2,55.16,1395.64,0
1,0,0,0,71,1,2,2,1,2,2,0,2,2,0,1,2,117.59,8262.03,0
0,0,0,0,27,1,0,0,0,2,2,1,0,0,2,1,2,98.44,2744.03,0
1,0,0,0,25,1,0,1,2,0,2,0,1,0,0,0,2,92.6,2267.31,0
0,0,1,1,70,1,2,0,0,0,0,0,0,1,1,1,3,58.91,4100.66,0
0,0,1,0,48,1,2,2,0,2,2,0,0,0,0,1,0,86.07,4178.88,0
1,0,1,1,14,1,0,1,0,2,0,1,0,1,0,1,2,80.15,1052.93,1
0,0,0,0,50,1,2,0,1,1,2,2,0,1,0,0,2,84.88,4239.15,1
1,0,1,0,20,1,2,1,1,0,0,1,0,2,0,0,0,63.16,1234.34,1
0,0,0,0,17,0,0,2,1,1,0,2,1,2,1,0,2,37.8,484.98,0
1,0,0,0,56,1,0,0,1,1,2,0,0,1,1,1,3,62.4,3522.91,0
1,0,0,0,39,1,0,2,0,0,2,1,2,2,1,1,3,103.96,4067.08,0
1,0,1,0,23,1,2,0,1,2,0,1,2,0,2,0,2,106.94,2510.23,0
1,0,0,0,6,1,2,0,0,0,0,0,2,0,1,0,0,99.87,434.92,0
0,1,0,0,43,1,0,0,1,0,1,0,0,1,0,0,3,55.01,2472.3,0
1,0,0,1,69,1,0,2,0,1,1,2,2,2,0,0,2,58.13,3890.15,1
1,0,1,0,57,1,2,2,0,1,2,0,2,2,1,1,1,54.1,3232.97,0
1,0,0,0,60,1,1,0,1,2,0,2,0,1,0,0,3,61.67,3531.13,0
0,1,0,0,35,1,0,1,1,0,0,0,0,2,0,0,2,88.81,2936.01,0
0,0,1,1,67,1,2,0,0,2,0,2,0,2,1,1,1,69.29,4585.64,0
1,1,0,0,32,1,0,1,1,0,1,2,1,0,1,0,0,67.31,2231.07,0
1,0,0,0,65,1,0,1,0,1,0,0,0,0,1,0,1,69.25,4696.74,1
0,0,1,0,15,1,2,1,2,1,2,2,1,0,0,1,0,37.45,580.44,0
1,0,0,1,28,1,0,0,0,1,2,2,1,0,0,1,1,92.17,2432.49,0
0,0,0,0,29,1,0,0,0,0,1,0,2,0,1,1,2,114.29,3507.17,0
0,0,0,1,72,1,2,1,0,2,0,0,2,0,0,1,0,108.18,7727.62,1
0,0,0,0,1,1,2,0,1,0,0,2,0,2,0,1,3,105.17,105.17,1
0,0,0,1,17,1,0,1,0,2,2,2,0,0,0,0,0,112.29,2073.02,0
0,0,0,0,27,1,2,2,1,1,0,1,1,1,0,0,3,108.77,2882.44,0
0,0,0,0,72,1,0,0,0,0,0,1,0,1,0,0,3,33.97,2418.14,1
1,0,1,1,44,1,0,1,0,1,1,1,0,1,0,1,0,95.12,4134.39,1
1,0,0,0,50,1,2,0,0,1,0,2,0,1,0,1,2,25.57,1259.72,0
0,0,1,1,17,1,2,2,0,2,2,1,1,0,2,1,1,81.3,1294.02,0
0,0,1,0,31,1,1,1,0,0,0,0,0,2,2,1,3,69.29,2297.24,0
1,0,1,0,71,1,0,0,0,2,1,0,0,2,0,1,1,78.67,5660.28,0
0,0,0,0,72,1,0,2,2,0,1,1,0,1,0,1,1,69.44,4945.23,0
1,0,0,1,68,1,2,0,1,2,0,2,1,2,1,1,2,56.28,3645.99,0
0,0,0,1,63,1,0,0,2,1,1,0,0,0,0,0,3,57.41,3653.25,0
1,0,1,1,46,1,2,1,1,2,0,0,2,0,0,0,2,41.61,1877.49,0
0,0,0,1,33,1,0,1,1,0,1,0,0,0,0,1,1,114.29,3740.8,1
1,0,1,1,33,1,2,1,0,0,0,2,2,0,1,0,1,29.61,794.17,0
1,1,1,0,5,1,0,0,0,2,0,0,0,1,0,0,0,106.68,507.61,1
0,0,0,0,32,1,2,1,1,0,0,0,0,2,0,1,3,24.2,736.43,0
0,0,0,1,18,1,1,0,2,2,2,2,0,1,2,0,2,49.34,996.25,0
0,0,1,0,63,1,2,0,0,0,0,0,0,2,0,1,2,84.05,5150.82,1
0,1,1,1,55,0,2,1,0,2,0,2,0,0,0,1,0,38.51,2233.52,0
1,0,1,0,40,1,0,0,2,0,0,2,2,1,0,1,0,60.41,2320.05,0
1,0,1,0,11,1,2,0,2,1,1,1,2,0,1,1,2,30.52,418.08,0
1,0,0,0,69,1,0,0,0,2,0,2,1,1,2,0,3,34.54,2407.02,0
0,0,1,0,58,1,2,1,1,2,2,2,0,0,0,1,3,97.5,5525.82,0
0,0,1,0,57,1,0,0,0,0,0,0,0,2,0,0,1,65.2,3895.86,1
1,0,1,0,30,1,0,1,1,0,0,0,2,0,0,0,2,24.58,769.93,1
0,0,0,1,36,1,0,1,0,1,1,0,2,2,0,0,3,25.68,904.21,1
0,0,1,0,39,0,2,0,1,1,2,0,0,2,0,1,3,39.55,1605.44,0
0,0,0,0,8,1,2,1,0,1,0,2,1,0,1,1,3,46.32,465.99,1
1,0,1,0,55,1,2,1,0,2,0,1,0,0,0,1,1,38.01,2200.77,1
0,1,0,0,2,1,2,0,0,2,2,2,0,2,0,0,3,41.92,103.24,1
1,0,0,0,28,1,0,1,0,2,0,0,0,1,0,0,2,59.27,1443.85,0
1,1,0,0,23,1,0,0,1,0,2,2,2,1,0,1,0,95.92,2249.89,1
1,0,1,1,13,1,2,2,2,2,1,2,2,1,0,1,3,91.81,1154.08,1
0,0,0,0,31,1,0,1,1,0,2,0,0,0,0,1,0,32.53,933.21,1
0,0,0,0,67,1,2,1,2,1,0,1,2,2,0,0,2,32.93,2235.75,0
0,0,1,1,6,1,2,1,0,2,2,0,2,2,1,0,3,96.97,693.2,1
0,1,0,1,30,1,0,2,0,0,2,1,2,0,0,1,1,106.07,3126.9,0
1,0,0,0,12,1,2,0,0,1,2,1,1,2,1,1,0,82.32,979.23,0
1,0,1,0,19,1,1,1,0,0,0,2,0,0,0,0,0,37.35,653.56,1
0,0,1,0,67,1,0,0,0,1,0,2,1,0,0,1,2,112.16,7443.59,1
1,0,0,0,65,1,0,0,2,2,0,2,0,2,0,1,0,57.03,3768.39,1
1,0,0,0,47,1,0,2,2,2,0,1,2,2,1,0,3,47.63,2179.29,1
0,0,1,0,26,1,2,2,2,0,0,2,0,0,2,1,0,70.62,1770.79,0
0,0,1,0,45,0,2,0,0,0,2,2,0,0,2,1,0,37.73,1643.5,1
0,0,1,1,67,1,0,1,0,2,2,2,1,0,1,1,3,102.43,6971.05,0
1,0,1,0,15,1,0,2,0,2,0,0,0,1,1,0,3,72.22,1100.53,0
0,0,1,1,1,1,0,1,0,2,1,0,0,0,0,0,0,28.49,105.08,1
0,0,1,0,41,1,0,0,0,0,1,0,0,2,2,0,2,118.31,4723.66,0
0,0,1,1,18,1,1,0,1,0,0,1,1,2,1,1,3,99.63,1889.1,0
0,0,1,0,31,1,0,2,0,2,0,0,0,0,0,0,0,113.14,3374.83,0
1,0,1,0,42,1,0,1,1,1,2,0,1,2,1,1,1,20.83,918.94,0
0,0,1,1,47,1,2,0,2,2,0,2,2,2,0,0,3,38.99,1931.12,1
1,0,1,1,70,1,0,0,0,2,2,1,0,2,0,1,3,39.75,2689.58,0
1,0,0,0,1,1,0,2,0,0,1,0,1,2,0,1,2,71.07,71.07,0
1,0,1,0,21,1,2,1,2,2,1,0,2,2,0,1,3,87.92,1911.46,1
0,0,1,0,60,1,0,0,2,0,2,0,0,0,2,1,2,113.79,6842.54,0
0,0,1,0,58,1,2,2,0,0,2,2,0,0,1,1,0,108.54,6301.47,0
0,0,0,1,48,1,0,0,2,2,0,0,2,0,2,1,1,80.78,3748.01,0
1,0,1,0,72,1,2,0,1,0,0,2,0,2,2,0,3,44.48,3236.86,1
1,0,1,0,58,1,0,0,0,2,0,2,2,0,2,1,0,62.83,3492.97,0
0,0,0,0,69,1,2,0,0,1,0,0,0,2,1,1,1,32.22,2378.4,0
0,0,1,0,18,1,2,1,1,2,1,2,0,1,0,0,2,55.7,1073.88,1
0,0,1,0,70,1,0,1,0,1,0,1,0,2,0,1,0,75.03,5263.1,0
0,0,0,0,23,0,0,1,0,1,1,0,0,0,0,1,3,86.55,1922.84,0
0,0,0,0,17,1,0,2,0,0,2,0,0,0,0,0,3,77.16,1238.56,1
0,0,1,0,8,1,2,1,2,0,2,1,0,1,0,0,3,55.64,396.25,0
0,0,0,0,14,1,0,1,1,2,0,0,0,1,2,0,3,77.47,1207.07,0
0,0,0,0,41,1,1,1,2,0,1,0,0,1,1,0,3,117.47,4783.61,0
0,0,1,0,62,1,2,1,2,0,2,2,2,2,2,1,2,101.18,6279.62,0
0,0,0,0,68,1,2,1,2,2,1,2,1,0,2,1,2,91.47,6319.55,0
0,0,0,0,19,1,2,1,0,0,1,0,2,2,2,1,1,64.7,1358.02,0
1,0,1,0,12,1,0,0,2,1,2,0,2,2,2,0,1,28.75,408.58,0
0,0,1,0,52,1,2,0,0,2,2,1,2,2,1,0,3,98.36,5276.49,0
1,0,1,1,28,1,1,2,2,2,0,0,0,2,0,0,1,85.64,2213.78,0
0,0,0,0,65,1,0,1,1,2,0,0,2,2,0,0,2,73.12,4544.67,1
0,0,1,1,10,1,0,0,1,1,1,2,0,0,2,0,1,105.51,1037.48,0
1,0,0,0,12,1,0,0,0,0,1,0,1,0,0,1,3,88.44,1294.15,0
0,0,0,0,38,0,0,0,0,0,0,1,0,1,0,1,2,50.22,1983.62,1
0,0,0,0,62,1,0,2,2,1,1,1,0,1,2,1,1,70.66,4317.36,0
1,0,1,0,48,1,0,1,1,0,0,1,1,1,0,0,0,79.2,3817.44,0
0,0,0,1,14,1,0,1,0,0,0,0,2,1,1,1,2,67.46,906.79,0
0,0,1,0,37,1,0,0,0,2,2,0,1,0,2,1,2,84.49,3169.26,0
0,0,0,0,67,1,2,0,0,2,0,0,2,0,0,1,1,44.63,3016.89,1
1,0,1,1,4,1,0,1,0,0,0,1,1,2,0,0,1,61.45,248.67,1
0,0,1,1,38,1,2,1,1,0,0,0,2,2,0,0,0,74.26,2787.87,0
0,0,0,0,23,1,0,2,0,0,1,1,2,2,0,1,2,83.15,1911.71,1
1,0,0,0,44,1,2,2,0,1,0,2,0,0,0,1,1,108.73,4697.82,1
0,0,0,0,60,1,2,1,0,0,2,1,1,0,0,1,1,68.19,3940.26,1
1,0,0,0,30,1,2,1,2,1,2,0,0,1,2,0,2,23.54,566.65,0
0,1,1,0,71,1,0,0,0,0,0,1,1,2,1,1,2,79.35,5566.31,0
1,0,1,0,56,1,0,0,0,0,2,0,0,2,2,1,1,83.57,4659.1,1
1,0,1,0,63,1,2,1,0,0,0,1,2,1,0,0,0,97.51,2037.0,0
1,0,1,0,53,1,0,1,0,0,2,0,0,1,2,1,3,78.97,4218.84,0
1,0,1,0,68,1,2,0,1,2,0,1,2,2,0,0,3,89.11,5945.42,1
0,0,1,0,18,1,0,1,1,0,1,1,0,1,0,1,1,61.67,1071.01,1
1,0,0,0,4,1,2,2,2,2,1,2,2,0,2,1,2,35.63,228.66,1
0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,1,93.2,1342.13,1
1,1,0,0,19,1,2,2,2,2,2,2,2,2,2,1,2,23.56,374.97,0
1,1,1,0,56,1,2,1,1,0,2,0,0,0,0,0,2,96.37,5282.13,0
0,0,0,0,68,1,0,1,0,0,0,2,2,0,1,1,0,110.46,7612.73,0
1,1,1,0,15,1,0,1,2,2,0,2,1,0,0,0,2,71.78,947.2,0
0,0,0,0,57,1,0,2,0,2,1,2,1,2,1,0,0,89.93,5411.6,0
0,0,0,0,58,1,1,1,0,0,0,0,0,0,0,0,3,98.23,5660.02,1
1,0,1,0,49,1,0,0,2,1,0,0,2,0,2,0,3,99.07,4748.43,1
0,0,1,1,27,1,1,1,1,1,2,1,0,2,0,1,1,28.07,615.83,0
1,0,0,0,53,1,0,0,0,0,0,2,0,0,1,1,0,110.93,5829.46,0
0,1,0,0,20,1,0,1,2,1,1,1,1,0,0,1,2,51.07,1080.97,1
0,1,1,0,49,1,0,1,2,2,1,0,0,0,0,0,2,42.78,2132.41,1
1,0,1,0,12,1,2,2,0,2,0,0,2,1,0,1,0,18.87,258.81,0
0,0,1,0,43,0,0,0,1,0,0,2,2,2,0,1,3,96.01,4111.84,1
0,0,1,0,44,1,2,1,0,1,0,2,2,2,2,0,2,25.55,1256.45,0
1,0,0,0,64,1,0,0,0,0,1,0,0,0,0,0,1,65.53,4186.64,0
1,0,0,0,63,0,2,0,1,0,1,2,2,0,2,1,1,45.58,2750.88,0
0,1,0,1,23,1,2,0,0,2,1,0,2,2,0,1,2,116.82,2716.99,0
1,0,0,1,44,1,0,1,1,2,2,0,1,2,2,0,1,54.32,2401.83,0
0,0,1,0,4,1,0,1,0,1,1,2,2,2,0,1,1,42.59,199.52,1
0,1,1,0,45,1,0,1,1,2,1,0,2,2,0,1,3,96.54,4469.7,0
0,0,0,0,38,1,1,2,2,2,0,2,0,2,0,1,3,88.62,2037.0,1
0,0,0,0,15,1,0,2,0,0,2,0,1,0,2,0,2,83.2,1208.26,0
1,0,0,0,8,1,2,1,0,0,2,2,1,1,0,1,3,52.05,406.46,1
1,0,0,0,59,1,2,0,2,2,0,1,2,2,2,1,0,85.02,4933.7,0
1,0,0,1,11,1,2,2,0,0,0,2,2,0,1,0,0,97.4,1113.21,0
1,1,1,0,6,1,1,2,1,2,2,0,2,0,0,1,3,65.66,376.48,0
0,0,1,1,58,1,2,0,0,0,0,0,2,1,1,0,2,89.81,5145.18,0
0,0,1,0,68,1,2,2,0,0,0,0,0,1,0,0,2,65.65,4469.19,1
0,0,0,0,69,1,1,1,0,0,2,2,2,1,0,1,2,76.76,5402.04,0
0,0,0,0,26,0,0,0,2,0,0,2,0,1,1,1,3,36.26,867.29,0
0,0,0,0,16,0,0,1,0,0,1,1,0,0,1,1,0,114.55,1596.37,0
0,0,0,1,13,1,0,0,0,1,2,0,1,2,0,1,3,105.64,1573.83,1
0,1,1,1,64,1,1,2,0,2,0,1,2,0,0,1,0,64.95,4337.52,0
0,0,1,1,1,1,0,0,1,2,0,1,1,1,0,1,0,35.64,146.71,0
0,0,0,0,60,1,2,1,0,0,1,1,2,1,1,1,1,35.8,2071.98,0
0,1,0,0,43,1,2,1,1,1,0,0,1,1,0,1,3,53.75,2335.64,1
0,0,1,0,50,1,0,1,0,2,0,2,0,1,1,1,3,23.51,1289.25,0
0,0,0,0,15,1,2,2,1,1,0,0,0,0,0,1,3,69.63,890.82,0
1,0,1,0,51,1,0,0,1,2,1,0,1,0,2,0,0,43.14,2186.02,0
1,1,1,0,69,1,0,0,0,0,0,0,2,1,0,1,1,82.55,5689.86,1
1,0,0,0,24,1,0,1,1,0,2,2,1,0,0,1,2,45.57,1073.95,1
0,0,0,0,5,1,0,2,2,2,0,1,0,0,0,1,2,72.89,305.86,1
0,0,0,0,30,1,0,0,0,0,1,1,1,0,1,0,0,30.86,784.0,0
0,0,0,0,56,1,0,2,0,0,2,0,0,1,1,0,1,65.79,3668.47,0
1,0,0,0,30,1,2,0,0,0,2,0,1,1,0,1,3,58.27,1674.83,1
0,0,0,0,58,1,2,1,2,0,2,0,1,2,0,1,2,103.77,6038.22,0
1,0,0,0,23,1,2,2,2,1,0,1,0,2,2,1,3,70.21,1528.78,0
0,0,1,0,41,1,2,1,0,2,1,0,2,2,0,0,2,25.65,1037.64,0
1,1,0,0,61,1,2,0,0,2,2,0,1,0,0,1,1,100.32,5984.97,1
1,0,0,0,22,1,2,0,1,0,2,2,1,0,0,1,1,48.01,1073.66,1
0,0,0,1,52,1,0,1,2,0,0,0,2,0,0,0,3,52.01,2835.72,1
1,1,0,0,55,1,0,1,2,0,1,0,0,2,1,1,3,93.05,5062.77,0
1,0,1,1,50,1,0,1,0,0,2,0,1,1,1,1,2,56.8,2929.71,0
1,0,0,0,11,1,1,0,1,1,0,2,2,0,1,1,2,85.95,888.82,1
1,0,0,0,4,1,2,0,0,0,2,0,1,0,0,1,1,29.38,184.45,0
1,0,0,0,58,1,2,2,2,2,0,2,0,2,2,1,3,36.01,2096.26,0
0,0,1,1,33,1,2,0,1,2,0,2,2,0,0,0,2,115.48,3903.91,1
0,0,0,1,63,1,2,0,0,1,1,1,1,0,2,1,2,67.21,4249.02,0
1,0,0,0,64,1,0,1,1,1,1,1,0,2,2,1,2,73.13,4865.32,0
0,0,1,0,28,1,0,0,0,2,2,0,1,0,0,1,1,25.68,781.93,1
0,0,1,0,8,1,0,1,2,0,2,0,0,0,0,1,1,98.28,905.25,0
1,0,0,0,61,1,2,0,0,1,1,0,2,2,0,0,0,98.28,5853.59,0
0,1,0,1,45,1,2,2,0,2,0,0,0,0,0,0,2,19.0,880.66,1
0,0,0,0,30,1,2,0,0,0,1,0,0,2,1,0,1,62.34,1936.07,0
0,0,0,1,6,1,0,1,1,2,0,1,0,2,1,1,0,49.67,234.59,0
1,0,0,0,21,1,2,2,0,0,2,0,0,0,1,0,1,30.76,554.08,1
0,0,0,0,34,1,2,2,1,0,0,1,0,2,0,0,3,28.08,1098.51,0
1,1,1,1,4,1,1,0,1,2,0,0,2,2,1,0,1,62.77,209.7,0
1,0,0,1,2,1,2,0,0,0,2,1,1,2,1,0,3,62.4,128.3,0
1,0,0,1,13,1,0,1,2,2,0,0,1,0,1,0,0,85.55,1024.48,1
1,0,0,0,51,1,0,1,1,0,2,0,0,2,0,1,1,86.59,4328.36,1
1,0,1,1,67,1,2,1,0,2,0,0,2,0,1,1,0,23.69,1585.26,0
1,0,1,1,38,1,0,1,1,2,1,1,2,0,2,1,2,71.65,2624.32,0
0,0,0,0,25,1,2,2,0,2,1,0,1,2,0,0,2,66.77,1527.64,1
1,0,0,1,12,1,0,2,0,0,2,0,2,1,2,1,2,78.41,814.49,0
1,0,0,0,53,1,0,0,0,1,0,0,2,2,1,1,3,106.7,5584.91,0
1,0,0,0,64,0,1,2,2,0,0,0,2,2,2,0,2,28.63,1937.42,0
1,0,0,0,4,0,2,2,0,1,1,1,1,2,0,1,1,75.98,118.2,0
1,0,1,1,42,1,2,0,0,0,0,0,1,0,0,0,3,64.73,2905.92,1
0,0,0,0,2,1,0,2,2,2,0,0,0,2,2,0,2,57.15,57.15,0
0,0,1,1,69,1,0,2,0,2,1,1,2,1,0,0,1,96.41,6585.95,0
1,0,1,0,19,1,0,2,2,1,2,2,1,1,2,1,0,26.88,459.93,0
1,0,0,0,13,1,2,0,0,1,1,0,2,0,0,1,2,115.17,1457.97,1
1,0,0,0,22,1,0,1,2,0,2,1,0,2,0,1,2,112.12,2372.53,1
0,0,1,1,48,1,0,0,0,0,2,0,2,1,0,0,0,85.95,4057.67,0
1,0,0,0,18,1,0,0,2,2,0,1,0,1,0,0,2,113.23,1923.48,1
0,0,1,0,48,1,0,0,0,1,0,2,2,2,1,1,0,114.19,5439.84,0
0,0,1,0,43,1,2,0,0,0,1,0,0,2,0,1,1,42.76,1783.13,0
1,0,1,0,48,1,0,0,0,0,2,2,2,2,1,1,3,52.59,2513.89,0
1,0,0,0,58,1,2,0,2,2,2,0,2,1,2,1,2,59.37,3231.35,0
0,0,0,1,54,1,0,1,0,1,0,0,1,0,0,1,2,28.92,1515.97,1
0,0,0,1,60,1,0,1,1,0,0,0,2,0,0,0,2,41.56,2454.12,0
0,0,0,0,43,1,2,1,0,1,2,1,1,2,0,0,0,105.35,4477.85,1
0,0,0,0,57,1,2,0,2,2,0,1,2,1,2,1,2,27.21,1560.4,0
1,0,1,0,5,1,1,0,0,0,1,0,2,1,1,1,1,93.57,514.38,0
1,1,0,0,6,1,0,2,2,0,2,1,0,0,0,0,2,104.44,671.15,1
1,0,0,0,51,1,2,0,2,1,2,0,2,1,2,0,1,32.67,1516.49,0
1,0,0,0,69,1,2,0,2,1,2,1,2,2,0,1,3,69.79,5006.18,0
0,0,1,0,37,1,0,2,2,0,0,0,0,2,0,0,0,96.7,3735.62,0
1,1,0,0,36,0,0,0,2,2,1,2,0,0,1,0,0,68.79,2531.32,1
1,0,1,0,48,1,2,1,2,0,2,0,0,2,0,1,2,25.71,1260.27,1
1,1,0,1,28,1,0,0,1,2,2,2,0,2,2,1,3,107.81,2940.89,1
0,0,1,0,32,1,2,0,0,0,0,0,0,0,2,1,3,52.87,1821.12,0
1,0,1,1,26,1,1,1,0,0,1,1,0,0,2,1,3,37.27,873.63,0
0,0,1,1,12,1,2,1,0,0,0,1,2,0,0,1,1,55.09,560.62,0
1,0,0,0,44,1,2,0,2,2,0,1,0,1,0,0,1,70.78,3282.8,0
0,0,0,1,5,1,0,0,1,0,1,0,0,1,1,0,2,31.98,234.82,0
1,0,1,1,8,1,0,0,1,1,0,2,2,2,0,0,2,35.85,302.98,1
0,0,1,0,57,1,0,2,0,0,0,0,1,1,2,1,0,76.74,4462.56,0
0,0,0,0,25,1,0,2,1,1,0,1,2,0,0,1,2,116.96,2943.88,1
1,1,1,0,49,0,2,2,0,0,1,0,0,1,2,1,1,80.68,3953.53,1
1,0,0,0,43,1,0,1,1,1,0,1,0,2,0,1,0,97.23,4131.81,0
0,0,1,0,44,1,0,1,0,2,2,0,1,0,2,1,1,74.26,3365.99,0
1,0,0,0,19,1,2,0,0,1,1,0,2,0,0,1,3,100.46,1851.41,0
0,0,0,1,15,1,2,1,0,2,2,0,2,1,1,1,1,114.57,1711.29,0
1,1,0,0,24,0,2,1,0,0,2,0,1,2,1,1,3,40.85,1049.09,0
0,0,0,0,44,1,0,2,1,1,1,1,1,2,0,1,0,76.98,3368.1,0
1,0,0,0,54,1,2,0,1,2,0,0,1,2,1,1,2,90.55,4733.93,0
0,0,0,0,64,1,2,1,0,0,0,1,0,2,0,1,1,26.8,1545.18,0
0,0,0,0,11,1,0,1,2,2,1,2,0,0,0,1,2,31.09,146.27,1
1,1,0,1,72,0,2,1,0,2,0,0,1,0,2,1,2,42.44,2966.4,0
0,1,0,0,54,1,0,1,1,1,0,2,1,0,0,1,0,94.51,5037.43,0
0,0,1,0,19,1,0,2,0,0,2,0,2,2,2,1,1,94.72,1749.21,0
1,0,1,1,68,1,2,1,0,2,2,2,2,1,2,1,2,23.36,1422.06,0
0,0,1,0,3,1,2,0,2,2,1,1,1,0,0,0,2,21.6,21.6,1
1,0,1,0,8,0,2,1,2,2,2,1,2,0,0,0,1,74.38,538.01,0
1,0,1,0,22,1,0,0,1,0,1,1,1,2,0,0,0,94.98,2112.9,1
0,0,0,1,38,1,0,1,0,0,2,1,2,0,0,0,1,24.0,821.26,0
1,0,1,1,45,0,1,1,2,2,1,2,0,1,1,1,3,27.37,1258.25,0
0,0,0,0,59,1,0,2,2,1,0,0,0,0,2,1,1,84.88,4945.44,0
0,0,0,0,26,1,0,2,1,0,0,0,2,2,1,0,3,62.89,1616.66,0
0,0,0,1,68,1,2,2,1,1,0,1,2,0,0,1,2,116.7,7823.82,1
1,0,1,1,13,1,0,0,1,0,0,0,1,2,1,1,0,71.77,892.53,1
1,0,0,1,30,1,0,0,1,0,2,1,2,0,1,0,1,46.7,1525.76,0
0,0,0,0,40,1,0,1,2,2,0,0,2,0,2,0,1,77.45,3126.86,0
1,0,0,0,20,1,0,2,1,0,0,0,0,1,2,1,1,110.18,2203.53,0
1,0,1,0,61,1,0,0,0,1,2,2,2,2,0,1,3,72.94,4574.53,0
0,0,1,0,56,1,1,1,0,2,2,0,1,1,0,0,2,38.78,2120.31,0
1,0,0,0,22,1,2,1,1,0,2,0,0,1,0,1,1,58.64,1279.95,1
0,0,0,1,51,1,2,0,0,1,0,2,0,2,0,0,0,110.47,5630.52,0
0,0,1,0,40,1,0,0,2,1,0,1,0,1,1,1,1,43.51,1656.19,0
1,1,0,1,25,1,2,0,1,1,1,0,1,2,2,1,0,52.81,1351.82,0
1,0,0,0,40,1,2,1,1,1,0,2,2,0,0,0,1,58.36,2335.82,1
1,0,0,0,21,1,0,2,1,2,2,0,0,2,0,1,3,109.28,2403.59,0
0,0,1,0,40,1,0,1,2,0,2,1,2,1,0,0,3,91.05,3732.75,1
1,0,0,0,5,1,2,2,2,0,2,1,2,1,0,1,0,67.06,240.91,0
0,0,1,0,41,1,0,0,2,2,1,0,2,1,2,1,2,54.53,2097.04,0
1,0,0,0,12,1,0,1,1,2,1,0,0,1,1,1,0,103.9,1025.52,0
